Время    эдс
мс       мв
    
0.042724609  0.347181788
0.044250488  0.316042547
0.045776367  0.284828801
0.047302246  0.253563901
0.048828125  0.222294155
0.050354004  0.191251782
0.051879883  0.16106906
0.053405762  0.132743265
0.054931641  0.107330051
0.05645752  0.08557704
0.057983398  0.067720191
0.059509277  0.053525356
0.061035156  0.042500581
0.062561035  0.034097041
0.064086914  0.027796613
0.065612793  0.023119331
0.067138672  0.019633986
0.068664551  0.016991886
0.07019043  0.01494663
0.071716309  0.013337088
0.073242188  0.012053234
0.074768066  0.011014365
0.076293945  0.010164536
0.077819824  0.009470346
0.079345703  0.008911104
0.080871582  0.00846683
0.082397461  0.008113493
0.08392334  0.007826373
0.085449219  0.007584892
0.086975098  0.007373856
0.088500977  0.007182085
0.090026855  0.007001729
0.091552734  0.006829068
0.093078613  0.006664484
0.094604492  0.006510414
0.096130371  0.006368726
0.09765625  0.006239468
0.099182129  0.006121331
0.100708008  0.006012719
0.102233887  0.005912346
0.103759766  0.005819125
0.105285645  0.005732
0.106811523  0.005650066
0.108337402  0.005572765
0.109863281  0.005499872
0.11138916  0.005431256
0.112915039  0.005366693
0.114440918  0.005305857
0.115966797  0.005248399
0.117492676  0.005193999
0.119018555  0.005142344
0.120544434  0.005093108
0.122070313  0.005045993
0.123596191  0.005000778
0.12512207  0.004957324
0.126647949  0.004915544
0.128173828  0.004875364
0.129699707  0.004836712
0.131225586  0.004799538
0.132751465  0.004763852
0.134277344  0.0047297
0.135803223  0.004697085
0.137329102  0.004665917
0.13885498  0.004636009
0.140380859  0.004607125
0.141906738  0.004579041
0.143432617  0.004551593
0.144958496  0.004524684
0.146484375  0.004498273
0.148010254  0.004472361
0.149536133  0.004446974
0.151062012  0.004422153
0.152587891  0.004397932
0.15411377  0.004374323
0.155639648  0.004351317
0.157165527  0.00432889
0.158691406  0.004306998
0.160217285  0.004285597
0.161743164  0.00426464
0.163269043  0.004244086
0.164794922  0.004223899
0.166320801  0.004204057
0.16784668  0.004184552
0.169372559  0.004165387
0.170898438  0.004146562
0.172424316  0.004128079
0.173950195  0.004109959
0.175476074  0.004092239
0.177001953  0.004074947
0.178527832  0.004058079
0.180053711  0.004041578
0.18157959  0.004025364
0.183105469  0.004009346
0.184631348  0.003993465
0.186157227  0.003977687
0.187683105  0.003961999
0.189208984  0.003946405
0.190734863  0.003930925
0.192260742  0.00391559
0.193786621  0.003900431
0.1953125  0.003885474
0.196838379  0.003870725
0.198364258  0.003856175
0.199890137  0.003841809
0.201416016  0.003827608
0.202941895  0.003813554
0.204467773  0.003799629
0.205993652  0.003785821
0.207519531  0.003772131
0.20904541  0.003758557
0.210571289  0.0037451
0.212097168  0.003731764
0.213623047  0.003718558
0.215148926  0.003705504
0.216674805  0.003692634
0.218200684  0.003679977
0.219726563  0.003667539
0.221252441  0.003655293
0.22277832  0.003643184
0.224304199  0.003631146
