Время    эдс
мс       мв
    
0.042724609  0.400384401
0.044250488  0.367256623
0.045776367  0.334013524
0.047302246  0.300673336
0.048828125  0.267256218
0.050354004  0.233850997
0.051879883  0.20083585
0.053405762  0.169043364
0.054931641  0.139589181
0.05645752  0.113480476
0.057983398  0.091285514
0.059509277  0.07303167
0.061035156  0.058344013
0.062561035  0.04669316
0.064086914  0.037564604
0.065612793  0.030493497
0.067138672  0.025048779
0.068664551  0.020847108
0.07019043  0.017587036
0.071716309  0.015054984
0.073242188  0.013095408
0.074768066  0.011579064
0.076293945  0.010395209
0.077819824  0.009459117
0.079345703  0.008713685
0.080871582  0.00811922
0.082397461  0.007642415
0.08392334  0.007253802
0.085449219  0.006931068
0.086975098  0.006660271
0.088500977  0.006432505
0.090026855  0.006239922
0.091552734  0.00607484
0.093078613  0.005931176
0.094604492  0.005805207
0.096130371  0.005694593
0.09765625  0.005596965
0.099182129  0.005509667
0.100708008  0.005430508
0.102233887  0.005358218
0.103759766  0.005292106
0.105285645  0.005231515
0.106811523  0.005175662
0.108337402  0.005123862
0.109863281  0.005075688
0.11138916  0.005030879
0.112915039  0.004989161
0.114440918  0.004950191
0.115966797  0.004913643
0.117492676  0.004879284
0.119018555  0.00484695
0.120544434  0.004816475
0.122070313  0.004787671
0.123596191  0.004760362
0.12512207  0.004734418
0.126647949  0.004709744
0.128173828  0.004686245
0.129699707  0.004663818
0.131225586  0.004642362
0.132751465  0.004621795
0.134277344  0.004602061
0.135803223  0.004583112
0.137329102  0.004564891
0.13885498  0.004547311
0.140380859  0.004530283
0.141906738  0.004513747
0.143432617  0.004497671
0.144958496  0.004482032
0.146484375  0.004466814
0.148010254  0.004451999
0.149536133  0.00443757
0.151062012  0.004423503
0.152587891  0.004409774
0.15411377  0.004396354
0.155639648  0.004383213
0.157165527  0.004370328
0.158691406  0.004357681
0.160217285  0.004345253
0.161743164  0.004333027
0.163269043  0.004320988
0.164794922  0.004309123
0.166320801  0.004297415
0.16784668  0.004285849
0.169372559  0.004274414
0.170898438  0.0042631
0.172424316  0.004251908
0.173950195  0.004240842
0.175476074  0.004229916
0.177001953  0.004219146
0.178527832  0.004208536
0.180053711  0.004198078
0.18157959  0.004187737
0.183105469  0.00417748
0.184631348  0.004167284
0.186157227  0.004157136
0.187683105  0.004147026
0.189208984  0.004136946
0.190734863  0.004126886
0.192260742  0.004116842
0.193786621  0.004106811
0.1953125  0.004096804
0.196838379  0.004086823
0.198364258  0.00407687
0.199890137  0.004066941
0.201416016  0.004057035
0.202941895  0.004047153
0.204467773  0.004037298
0.205993652  0.004027467
0.207519531  0.004017661
0.20904541  0.00400788
0.210571289  0.003998122
0.212097168  0.003988379
0.213623047  0.003978644
0.215148926  0.003968923
0.216674805  0.003959238
0.218200684  0.003949616
0.219726563  0.003940071
0.221252441  0.003930591
0.22277832  0.003921143
0.224304199  0.003911699
